PriceUpdateDate,ItemCode,IsGiftItem,RewardType,AllowMultipleDiscounts,PromotionId
2025-08-27 07:48:02,8809738323892,0,4,1,4258200
2025-08-24 16:31:44,96018104236,0,3,1,4259594
2025-08-24 08:26:09,7290119020607,0,8,1,4257549
2025-08-27 07:49:08,3264680043406,0,11,0,4120406
2025-08-27 07:49:08,7290120931398,0,11,0,4120406
2025-08-27 08:18:25,4009900426039,0,1,1,4266661
2025-08-27 07:49:08,7290005657672,0,11,0,4120406
2025-08-27 07:49:08,3600542572804,0,11,0,4120406
2025-08-27 07:48:02,4059729521828,0,4,1,4258200
2025-08-27 07:49:08,7290113823402,0,11,0,4120406
2025-08-27 16:26:52,7290118204299,0,4,1,4258058
2025-08-24 16:32:39,3264680042201,0,8,1,4259625
2025-08-27 07:48:02,8809647390503,0,4,1,4258200
2025-08-24 16:31:51,3147758014709,0,4,1,4259595
2025-08-24 08:45:11,7290111090097,0,2,1,4258164
2025-08-27 07:48:02,785364010406,0,4,1,4258200
2025-08-27 07:49:08,8809738323861,0,11,0,4120406
2025-08-27 16:26:52,7290111607967,0,4,1,4258058
2025-08-27 07:48:02,4059729422439,0,4,1,4258200
2025-08-25 08:59:52,887167626140,0,4,1,4259903
2025-08-24 16:27:52,4935421733090,0,4,1,4259584
2025-08-26 08:55:08,7290118206521,0,3,1,4262076
2025-08-24 16:31:38,3666057059896,0,3,1,4259593
2025-08-27 07:48:02,5011451103856,0,4,1,4258200
2025-08-26 13:53:08,4064665125726,0,3,1,4259856
2025-08-27 07:48:02,073930630111,0,4,1,4258200
2025-08-25 09:00:15,20714966966,0,4,1,4259927
2025-08-24 08:26:08,7290018830796,0,8,1,4257548
2025-08-27 08:18:35,8001090819536,0,3,1,4257698
2025-08-27 07:49:08,8710847959417,0,11,0,4120406
2025-08-27 16:26:52,7290118200260,0,4,1,4258058
2025-08-27 07:48:02,7290110457587,0,4,1,4258200
2025-08-27 08:18:24,9310714206126,0,8,1,4257680
2025-08-27 08:18:22,5410091775353,0,8,1,4257678
2025-08-27 16:26:52,7290119919857,0,4,1,4258058
2025-08-27 08:18:27,3600524230456,0,3,1,4257686
2025-08-27 16:26:52,7290119917426,0,4,1,4258058
2025-08-27 07:49:08,020714258511,0,11,0,4120406
2025-08-27 08:17:56,72917589,0,1,1,4257631
2025-08-24 16:31:52,3380810304817,0,4,1,4259596
2025-08-26 16:52:35,3614273983631,0,4,1,4266276
2025-08-24 16:38:40,3390150580369,0,4,1,4259808
2025-08-27 16:26:52,7290118872962,0,4,1,4258058
2025-08-27 07:48:02,8809647390725,0,4,1,4258200
2025-08-25 11:02:46,7290016197600,0,1,1,4261710
2025-08-27 08:19:14,8006540689110,0,8,1,4257920
2025-08-27 07:48:02,887167188877,0,4,1,4258200
2025-08-27 08:19:47,7290019502258,0,3,1,4257966
2025-08-27 07:48:02,3390150583247,0,4,1,4258200
2025-08-27 07:49:08,3600524066475,0,11,0,4120406
2025-08-26 12:01:12,4005900864680,0,3,0,4264942
2025-08-24 16:26:42,5000207007159,0,3,1,4259531
2025-08-27 08:18:22,3838824128849,0,8,1,4257677
2025-08-27 08:19:14,4015400564324,0,8,1,4257920
2025-08-24 16:27:52,3605530742580,0,4,1,4259584
2025-08-27 08:18:04,7290112197924,0,8,1,4257646
2025-08-27 07:49:08,640466700955,0,11,0,4120406
2025-08-27 07:48:02,020714258511,0,4,1,4258200
2025-08-25 14:04:46,7290113822955,0,8,1,4262097
2025-08-27 08:21:37,7290120933668,0,8,1,4258104
2025-08-27 08:21:34,7290120665200,0,8,1,4258101
2025-08-27 07:49:08,9007867763315,0,11,0,4120406
2025-08-27 08:22:18,7622202013188,0,8,1,4258155
2025-08-27 16:26:52,7290120937789,0,4,1,4258058
2025-08-27 07:48:02,3666057247422,0,4,1,4258200
2025-08-27 08:18:58,8700216420396,0,1,1,4257896
2025-08-24 16:33:29,30189423,0,3,1,4259693
2025-08-27 16:26:52,7290120664951,0,4,1,4258058
2025-08-27 16:26:52,7290111603990,0,4,1,4258058
2025-08-21 09:46:41,7290008318518,0,3,1,4255397
2025-08-25 08:59:51,7290106297760,0,8,1,4259900
2025-08-24 16:31:51,3614272049154,0,4,1,4259595
2025-08-24 08:26:22,7290113829244,0,2,1,4257568
2025-08-27 07:48:02,8803463006242,0,4,1,4258200
2025-08-27 07:48:02,3264680042201,0,4,1,4258200
2025-08-27 07:48:02,5060599189550,0,4,1,4258200
2025-08-24 16:31:44,3614273346498,0,3,1,4259594
2025-08-27 14:32:48,7290116248622,0,8,1,4269462
2025-08-24 16:32:11,785364130357,0,3,1,4259603
2025-08-24 16:31:51,3614274170191,0,4,1,4259595
2025-08-27 08:17:52,7290113712225,0,8,1,4257624
2025-08-27 16:26:52,7290113823006,0,4,1,4258058
2025-08-27 07:49:08,8809968130123,0,11,0,4120406
2025-08-24 08:45:22,7290006683748,0,2,1,4258182
2025-08-27 07:49:08,094100006048,0,11,0,4120406
2025-08-27 14:28:00,8700216547956,0,3,1,4257899
2025-08-27 16:26:52,7290113822092,0,4,1,4258058
2025-08-27 08:18:11,7290000191966,0,8,1,4257658
2025-08-27 07:49:08,887167746831,0,11,0,4120406
2025-08-27 07:48:02,7290005846472,0,4,1,4258200
2025-08-27 07:49:08,7290104969904,0,11,0,4120406
2025-08-27 08:21:08,7290113840027,0,3,1,4258068
2025-08-27 16:26:52,7290113880078,0,4,1,4258058
2025-08-27 07:49:08,7290118202349,0,11,0,4120406
2025-08-27 07:49:08,7290106299542,0,11,0,4120406
2025-08-26 08:51:34,7290111346811,0,3,1,4263102
2025-08-24 16:32:39,3264680006999,0,8,1,4259625
2025-08-24 16:31:52,3380810343281,0,4,1,4259596
2025-08-27 07:49:08,785364100589,0,11,0,4120406
2025-08-27 07:48:02,30189423,0,4,1,4258200
2025-08-27 07:48:02,4064665102079,0,4,1,4258200
2025-08-27 08:19:16,5202300043014,0,7,1,4257922
2025-08-27 08:18:22,5410091678043,0,8,1,4257678
2025-08-27 08:21:13,7290118201120,0,8,1,4258075
2025-08-24 16:31:51,3605530742221,0,4,1,4259595
2025-08-27 07:48:02,3666057059896,0,4,1,4258200
2025-08-25 09:00:15,192333144756,0,3,1,4259928
2025-08-25 08:59:51,7290110451578,0,8,1,4259900
2025-08-25 14:04:44,7290119916481,0,3,1,4262095
2025-08-24 16:31:52,3666057096914,0,4,1,4259596
2025-08-24 16:39:38,7290104964084,0,8,1,4259884
2025-08-27 07:49:08,5060895830880,0,11,0,4120406
2025-08-27 08:19:13,7290114751131,0,3,1,4257919
2025-08-27 08:21:34,7290116246970,0,8,1,4258101
2025-08-25 09:00:15,020714817909,0,3,1,4259928
2025-08-27 08:18:57,8700216891134,0,1,1,4257895
2025-08-27 07:48:02,887167539556,0,4,1,4258200
2025-08-27 08:17:59,7290117860380,0,3,1,4257636
2025-08-27 07:48:02,3390150591525,0,4,1,4258200
2025-08-24 16:34:02,3600523201303,0,4,1,4259734
2025-08-27 07:48:02,4005900562029,0,4,1,4258200
2025-08-27 08:17:52,7290119914784,0,8,1,4257623
2025-08-27 07:49:08,4006000066226,0,11,0,4120406
2025-08-27 08:22:01,4008600402176,0,3,1,4258134
2025-08-26 08:51:28,7290107974073,0,3,0,4263094
2025-08-27 07:48:02,3380810332315,0,4,1,4258200
2025-08-26 13:47:25,7290019075592,0,3,1,4265560
2025-08-24 08:45:11,7290111094828,0,2,1,4258164
2025-08-27 08:18:31,8006540839577,0,3,1,4257693
2025-08-27 07:48:02,4006000011400,0,4,1,4258200
2025-08-24 16:31:44,4935421668958,0,3,1,4259594
2025-08-24 08:45:32,7290012367014,0,8,1,4258197
2025-08-24 16:31:44,3614274231229,0,3,1,4259594
2025-08-24 16:27:56,3614274308464,0,4,1,4259588
2025-08-27 08:19:16,5202300043298,0,7,1,4257922
2025-08-27 08:19:16,5202300042956,0,7,1,4257922
2025-08-27 16:26:52,7290120931633,0,4,1,4258058
2025-08-27 13:32:38,7290120667051,0,8,1,4269133
2025-08-24 16:31:52,3666057236747,0,4,1,4259596
2025-01-01 00:05:01,7290114965507,0,3,1,3990138
2025-08-27 07:48:02,3264680004070,0,4,1,4258200
2025-08-26 13:47:25,5012583105091,0,2,1,4265559
2025-08-27 16:26:52,7290114967051,0,4,1,4258058
2025-08-27 07:48:02,7290113823532,0,4,1,4258200
2025-08-27 16:26:52,7290118209669,0,4,1,4258058
2025-08-25 09:00:23,887167620834,0,4,1,4259941
2025-08-27 16:26:52,7290113825376,0,4,1,4258058
2025-08-24 16:27:56,3614274425772,0,4,1,4259588
2025-08-27 08:20:19,7290111930928,0,1,1,4258007
2025-08-27 08:19:02,4056800778171,0,8,1,4257902
2025-08-27 16:26:52,7290111602979,0,4,1,4258058
2025-08-27 08:20:32,0022200956949,0,8,1,4258024
2025-08-27 08:17:58,7290015130028,0,8,1,4257635
2025-08-27 07:48:02,192333232323,0,4,1,4258200
2025-08-27 07:48:02,7290113822801,0,4,1,4258200
2025-08-27 07:49:08,7290104962974,0,11,0,4120406
2025-08-27 07:48:02,4059729348838,0,4,1,4258200
2025-08-27 07:48:02,9007867730133,0,4,1,4258200
2025-08-24 08:26:03,3337875784054,0,2,1,4257540
2025-08-27 16:26:52,7296179023480,0,4,1,4258058
2025-08-27 16:26:52,7290119919970,0,4,1,4258058
2025-08-24 13:01:30,3838824127248,0,8,1,4258681
2025-08-27 07:48:02,7290111597961,0,4,1,4258200
2025-08-27 08:18:03,7290010065332,0,1,1,4257644
2025-08-27 08:21:33,7290111605017,0,8,1,4258099
2025-08-24 08:45:11,7290012979293,0,2,1,4258164
2025-08-27 07:49:08,3666057272684,0,11,0,4120406
2025-08-25 08:59:51,7290106298453,0,8,1,4259900
2025-08-27 08:18:02,8410104039134,0,8,1,4257641
2025-08-27 16:26:52,7290114965651,0,4,1,4258058
2025-08-24 16:34:02,3600524134181,0,4,1,4259734
2025-08-25 09:00:15,020714904111,0,4,1,4259927
2025-08-24 16:38:51,4005808668847,0,4,1,4259823
2025-08-27 08:21:34,7290120667303,0,8,1,4258101
2025-08-27 08:21:15,7290113827868,0,8,1,4258078
2025-08-27 08:21:36,7290119916825,0,2,1,4258103
2025-08-25 11:02:46,7290000205762,0,1,1,4261707
2025-08-27 08:21:56,3574661114637,0,8,1,4258128
2025-08-27 07:48:02,3614274338928,0,4,1,4258200
2025-08-27 07:49:08,8809525249565,0,11,0,4120406
2025-08-27 07:48:02,3390150585715,0,4,1,4258200
2025-08-27 08:20:21,4891228318574,0,3,1,4258010
2025-08-27 07:48:02,7290016094657,0,4,1,4258200
2025-08-27 07:49:08,3666057042317,0,11,0,4120406
2025-08-27 07:48:02,3380810426922,0,4,1,4258200
2025-08-27 07:49:08,7296179010312,0,11,0,4120406
2025-08-27 07:48:02,3666057098024,0,4,1,4258200
2025-08-27 07:49:08,7290104964220,0,11,0,4120406
2025-08-27 08:18:39,8700216274784,0,3,1,4257705
2025-08-27 16:26:52,7290109443171,0,4,1,4258058
2025-08-25 09:00:23,27131763529,0,3,1,4259942
2025-08-27 07:48:02,3574661781211,0,4,1,4258200
2025-01-01 00:05:01,8700216891103,0,3,1,3990138
2025-08-27 08:20:18,7290014525290,0,8,1,4258006
2025-08-26 13:51:46,0885190830138,0,3,1,4259602
2025-08-24 16:39:17,074764667632,0,8,1,4259858
2025-08-25 09:00:15,192333102749,0,4,1,4259927
2025-08-27 16:26:52,7290119910526,0,4,1,4258058
2025-08-27 07:49:08,9007867760833,0,11,0,4120406
2025-08-27 08:18:25,4009900536257,0,1,1,4266662
2025-08-27 13:32:38,7290120667402,0,8,1,4269133
2025-08-27 16:26:52,7290118205425,0,4,1,4258058
2025-08-27 07:48:02,7290104964916,0,4,1,4258200
2025-08-27 07:49:08,8720181157134,0,11,0,4120406
2025-08-27 07:49:08,4059729408518,0,11,0,4120406
2025-08-24 16:32:39,3264680023323,0,8,1,4259625
2025-08-24 16:27:54,3605532972640,0,4,1,4259586
2025-01-01 00:05:01,7290000197425,0,3,1,3990138
2025-08-27 14:28:00,8700216548052,0,3,1,4257899
2025-08-27 16:26:52,7290118201069,0,4,1,4258058
2025-08-27 07:49:08,5060372805110,0,11,0,4120406
2025-08-27 07:49:08,7290111597961,0,11,0,4120406
2025-08-27 07:48:02,887167554887,0,4,1,4258200
2025-08-27 08:18:37,8006540847855,0,3,1,4257701
2025-01-01 00:05:01,7290018132647,0,3,1,3990138
2025-08-27 08:21:32,7290119919741,0,8,1,4258098
2025-08-27 07:49:08,30095038,0,11,0,4120406
2025-08-27 07:49:08,9007867760055,0,11,0,4120406
2025-08-27 07:48:02,4064665090062,0,4,1,4258200
2025-08-27 16:26:52,7290111600517,0,4,1,4258058
2025-08-27 07:49:08,7290010380466,0,11,0,4120406
2025-08-27 08:19:36,7290116530239,0,8,1,4257950
2025-08-26 08:39:23,4064941039679,0,4,1,4259528
2025-08-27 16:26:52,7290111145643,0,4,1,4258058
2025-08-24 16:32:39,3264680026089,0,8,1,4259625
2025-08-25 09:03:07,7290019501817,0,2,1,4257592
2025-08-24 16:33:29,30161559,0,3,1,4259693
2025-08-27 08:20:39,8693495051255,0,3,1,4258032
2025-08-26 08:55:18,7290120934696,0,3,1,4262091
2025-08-27 07:48:02,9007867729823,0,4,1,4258200
2025-08-27 08:21:51,4005808650712,0,8,1,4258122
2025-08-27 07:48:02,30177437,0,4,1,4258200
2025-08-24 16:33:42,3600524134181,0,3,1,4259709
2025-08-27 07:48:02,30163942,0,4,1,4258200
2025-08-27 07:49:08,7290118209669,0,11,0,4120406
2025-08-27 07:49:08,4935421733090,0,11,0,4120406
2025-08-24 16:31:38,3380810508109,0,3,1,4259593
2025-08-24 16:27:52,3614273370547,0,4,1,4259584
2025-08-27 08:20:23,0071164302248,0,8,1,4258013
2025-08-27 16:26:52,7290120931756,0,4,1,4258058
2025-08-27 07:49:08,7296179012071,0,11,0,4120406
2025-08-27 07:49:08,7290001229804,0,11,0,4120406
2025-08-27 07:49:08,7290119917624,0,11,0,4120406
2025-01-01 00:05:01,8700216890984,0,3,1,3990138
2025-08-27 07:49:08,7290103332440,0,11,0,4120406
2025-08-27 08:21:28,7290109314860,0,3,1,4258093
2025-08-27 16:26:52,7290118206934,0,4,1,4258058
2025-08-27 07:49:08,3600542416436,0,11,0,4120406
2025-08-27 16:26:52,7290118200178,0,4,1,4258058
2025-08-27 08:19:05,8006540822944,0,1,1,4257907
2025-08-27 08:20:18,8423207210942,0,8,1,4258006
2025-08-27 07:49:08,7290019501312,0,11,0,4120406
2025-08-25 09:00:15,020714227685,0,3,1,4259928
2025-08-27 07:48:02,8809326333661,0,4,1,4258200
2025-08-27 07:49:08,7290111598012,0,11,0,4120406
2025-08-27 08:20:04,5060152828315,0,3,1,4257988
2025-08-27 07:48:02,8710447474419,0,4,1,4258200
2025-08-26 13:53:08,094100006048,0,3,1,4259856
2025-08-27 07:48:02,3600542572804,0,4,1,4258200
2025-08-27 07:49:08,0885190821105,0,11,0,4120406
2025-08-27 16:26:52,7290111603952,0,4,1,4258058
2025-08-24 08:45:11,7290111096730,0,2,1,4258164
2025-08-24 12:17:28,7290016866667,0,8,1,4258577
2025-08-24 16:32:39,3264680015946,0,8,1,4259625
2025-08-27 07:49:08,8809255785715,0,11,0,4120406
2025-08-27 07:49:08,9007867762486,0,11,0,4120406
2025-08-27 08:19:32,7290116534879,0,8,1,4257945
2025-08-25 09:00:15,020714851125,0,4,1,4259927
2025-08-27 07:48:02,7290111598241,0,4,1,4258200
2025-08-27 08:21:43,7290114963121,0,8,1,4258112
2025-08-27 16:26:52,7290120932289,0,4,1,4258058
2025-08-27 08:22:23,7622300489434,0,8,1,4258160
2025-08-27 07:49:08,7290118209676,0,11,0,4120406
2025-08-27 08:17:52,7290119914777,0,8,1,4257623
2025-08-27 16:26:52,7290018770771,0,4,1,4258058
2025-08-25 14:04:46,7290113822900,0,8,1,4262097
2025-08-27 07:48:02,3380810258264,0,4,1,4258200
2025-08-26 16:52:35,3614274158465,0,4,1,4266276
2025-08-24 16:38:40,3390150586569,0,4,1,4259808
2025-08-27 07:49:08,30166677,0,11,0,4120406
2025-08-25 08:59:52,887167145245,0,4,1,4259903
2025-08-24 16:33:29,30151949,0,3,1,4259693
2025-08-24 16:34:02,3600523967131,0,4,1,4259734
2025-08-27 08:21:54,4005900388513,0,8,1,4258125
2025-08-24 16:31:51,4935421739184,0,4,1,4259595
2025-08-27 07:48:02,3600542052788,0,4,1,4258200
2025-08-27 07:48:02,3600542412773,0,4,1,4258200
2025-08-27 07:49:08,30151925,0,11,0,4120406
2025-08-27 07:49:08,3600542617482,0,11,0,4120406
2025-08-27 07:48:02,074764664266,0,4,1,4258200
2025-08-24 16:27:56,3147758051216,0,4,1,4259588
2025-08-26 08:55:11,7290119917532,0,3,1,4262081
2025-08-27 16:26:52,7290113823075,0,4,1,4258058
2025-08-27 16:26:52,7290120933071,0,4,1,4258058
2025-08-27 07:48:02,9007867765135,0,4,1,4258200
2025-08-27 07:49:08,3666057101953,0,11,0,4120406
2025-08-27 16:26:52,7290118203216,0,4,1,4258058
2025-08-27 08:21:36,7290120931121,0,2,1,4258103
2025-08-27 07:48:02,192333125113,0,4,1,4258200
2025-08-27 08:19:16,5202300043250,0,7,1,4257922
2025-08-27 07:48:02,7290113822849,0,4,1,4258200
2025-08-27 07:48:02,3600524188672,0,4,1,4258200
2025-08-27 07:49:08,7290113823082,0,11,0,4120406
2025-08-27 07:48:02,3600523206834,0,4,1,4258200
2025-08-27 07:48:02,3574661471181,0,4,1,4258200
2025-08-27 07:49:08,887167485471,0,11,0,4120406
2025-08-27 08:18:53,8700216088190,0,3,1,4257725
2025-08-24 16:31:51,3614273774413,0,4,1,4259595
2025-08-27 08:19:17,8006540424612,0,1,1,4257923
2025-08-24 16:31:38,3380810426922,0,3,1,4259593
2025-08-27 08:18:03,7290010065349,0,1,1,4257644
2025-08-27 07:48:02,7290119913473,0,4,1,4258200
2025-08-26 12:01:16,3600523971954,0,3,0,4264948
2025-08-27 07:48:02,5060365798924,0,4,1,4258200
2025-08-27 07:49:08,3600524202620,0,11,0,4120406
2025-08-27 16:26:52,7290103432263,0,4,1,4258058
2025-08-25 08:59:51,7290110453930,0,8,1,4259900
2025-08-27 16:26:52,7290111141706,0,4,1,4258058
2025-08-27 08:18:58,8700216891103,0,1,1,4257896
2025-08-27 14:28:00,8006540850367,0,3,1,4257899
2025-08-27 08:19:08,8006540977903,0,3,1,4257912
2025-08-24 16:26:35,3350900000899,0,3,1,4259530
2025-08-24 16:31:51,3614273719599,0,4,1,4259595
2025-08-25 09:03:07,8809782555508,0,2,1,4257592
2025-08-27 07:49:08,3600521720219,0,11,0,4120406
2025-08-27 07:48:02,3605530741385,0,4,1,4258200
2025-08-27 07:49:08,4059729349262,0,11,0,4120406
2025-08-27 08:18:48,8700216596633,0,1,1,4257717
2025-08-27 07:49:08,9007867765029,0,11,0,4120406
2025-08-24 16:38:30,3390150592690,0,8,1,4259804
2025-08-27 07:48:02,3600523242641,0,4,1,4258200
2025-01-01 00:05:01,8718117608904,0,3,1,3990138
2025-08-27 07:49:08,7290012350276,0,11,0,4120406
2025-08-27 07:48:02,3380810463170,0,4,1,4258200
2025-08-27 16:26:52,7290119913923,0,4,1,4258058
2025-08-27 07:49:08,3605530742221,0,11,0,4120406
2025-08-25 09:00:23,887167574960,0,3,1,4259942
2025-08-24 12:17:28,7290016866643,0,8,1,4258577
2025-08-27 08:18:13,7290000188355,0,3,1,4257662
2025-08-27 13:32:38,7290120667778,0,8,1,4269133
2025-08-24 16:38:30,3390150585937,0,8,1,4259804
2025-08-27 16:26:52,7290120663343,0,4,1,4258058
2025-08-19 14:01:48,4009900379564,0,1,1,4254086
2025-08-25 09:03:07,3390150576706,0,2,1,4257592
2025-08-27 07:49:08,4059729446497,0,11,0,4120406
2025-08-27 07:48:02,027131988106,0,4,1,4258200
2025-08-27 16:26:52,7290120932135,0,4,1,4258058
2025-08-24 16:33:43,3600524012601,0,3,1,4259711
2025-08-27 16:26:52,7290109442037,0,4,1,4258058
2025-08-27 16:26:52,4000821428607,0,4,1,4258058
2025-08-27 08:19:16,5202300043168,0,7,1,4257922
2025-08-26 08:55:08,7290111607172,0,3,1,4262076
2025-08-24 16:27:56,4935421668958,0,4,1,4259588
2025-08-24 16:38:21,9007867766354,0,4,1,4259791
2025-08-27 08:22:00,7046110058299,0,2,1,4258133
2025-08-25 09:00:23,887167188877,0,4,1,4259941
2025-08-27 07:49:08,7290118209690,0,11,0,4120406
2025-08-24 16:34:02,3600524066475,0,4,1,4259734
2025-08-27 07:48:02,719565493041,0,4,1,4258200
2025-08-24 08:27:43,7290017243214,0,2,1,4257584
2025-08-27 16:26:52,7290119917846,0,4,1,4258058
2025-08-27 16:26:52,7290119917457,0,4,1,4258058
2025-08-27 07:48:02,3264680043444,0,4,1,4258200
2025-08-27 07:48:02,5060895839302,0,4,1,4258200
2025-08-27 08:20:34,8718951649972,0,8,1,4258026
2025-08-24 14:18:16,7290117860144,0,1,1,4258718
2025-08-24 16:31:51,3614274231229,0,4,1,4259595
2025-08-27 08:18:41,8700216199483,0,3,1,4257708
2025-08-27 07:49:08,3380810449020,0,11,0,4120406
2025-08-27 07:49:08,5060895839012,0,11,0,4120406
2025-08-24 16:31:38,3380810427783,0,3,1,4259593
2025-08-27 08:19:05,8006540822708,0,1,1,4257907
